Chalmers University of Technology,CM3251,Nanochemistry,4,KTK042,Nanomaterials Chemistry,7.5
Chalmers University of Technology,CM3252,Polymer Chemistry 1,4,KBT026,Polymer Chemistry and Physics,7.5
Chalmers University of Technology,CM3252,Polymer Chemistry 1,4,KPO021,polymers technology,7.5
Chalmers University of Technology,CM3253,Materials Chemistry 1,4,KBT101,Solid State Chemistry,7.5
Chalmers University of Technology,CM3253,Materials Chemistry 1,4,KOO092,"The synthesis, properties and structures of solid state materials",7.5
Chalmers University of Technology,CM3261,Environmental Chemistry,4,FFR166,Science of environmental change,7.5
Chalmers University of Technology,CM3991,Exchange Enrichment Module,4,KLI011,Food Chemistry,7.5
Chalmers University of Technology,CM3991,Exchange Enrichment Module,4,KBT095,Corrosion,7.5
Chalmers University of Technology,CM3991,Exchange Enrichment Module,4,KBT196,Solvent Extraction,7.5
Chalmers University of Technology,CM3991,Exchange Enrichment Module,4,KFK021,Biophysical chemistry,7.5
Chalmers University of Technology,CM3991,Exchange Enrichment Module,4,KBT135,Waste Management,7.5
Chalmers University of Technology,CM4225,Organic Spectroscopy,4,KOK032,Applied organic molecular spectroscopy,7.5
Chalmers University of Technology,CM4228,Catalysis,4,KTK012,Catalysis,7.5
Chalmers University of Technology,CM4242,Advanced Analytical Techniques,4,KAM021,Advanced Analytical Chemistry,7.5
Chalmers University of Technology,CM4269,Sustainable & Green Chemistry,4,KBT245,Green chemistry,7.5
Chalmers University of Technology,CM4991,Exchange Enrichment Module,4,KAA102,Advanced Separation Technology,7.5
Chalmers University of Technology,CM4991,Exchange Enrichment Module,4,KFK150,Applied optical spectroscopy,7.5
Chalmers University of Technology,MA2202,Algebra I,4,MVE150,Algebra,7.5
Chalmers University of Technology,MA3220,Ordinary Differential Equation,4,MVE162,Ordinary differential equations and mathematical modelling,7.5
Chalmers University of Technology,MA3252,Linear & Network Optimisation,4,MVE165,Linear and integer optimization with application,7.5
Chalmers University of Technology,LSM3243,Molecular Biophysics,4,KFK021,Biophysical Chemistry,7.5
Chongqing University,AR5321,Advanced Architectural Integra,4,19005520,Building Technologies and Design,3
Chongqing University,AR4101,Design 7,8,19015940,Architectural Design (9),4
Chongqing University,AR4101,Design 7,8,19016040,Architectural Design (10),4
Chongqing University,AR5011,Research Methodology,4,B15004,Architectural Science Research Methodologgy,1
Chongqing University,UD5221,Urban Design Theory and Disco,4,19004720,Urban Design Theory and Method,2
Chulalongkorn University,FIN2704,Finance,4,2604361,BUSINESS FINANCE,3
Chulalongkorn University,MNO1706,Organisational Behavior,4,2602313,MANAGEMENT AND ORGANIZATION,3
Chulalongkorn University,MNO1706X,Organisational Behavior,4,2602313,MANAGEMENT AND ORGANIZATION,3
Chulalongkorn University,ACC2706,Managerial Accounting,4,2601224,MANAGERIAL ACCOUNTING,3
Chulalongkorn University,DOS3761Y,Topics in Operations & SCM,4,2602376,LOGISTICS AND SUPPLY CHAIN MANAGEMENT,3
Chulalongkorn University,MNO3761Y,Topics in L&HCM,4,2602371,PRINCIPLES OF INTERNATIONAL BUSINESS MANAGEMENT,3
Chulalongkorn University,FIN3711,International Financial Mgt,4,2604477,INTERNATIONAL FINANCIAL MANAGEMENT,3
Chulalongkorn University,FIN3714,Financial Risk Management,4,2603347,FUNDAMENTAL RISK MANAGEMENT,3
Chulalongkorn University,MKT3702,Consumer Behaviour,4,2605314,CONSUMER BEHAVIOR,3
Chulalongkorn University,DAO2703,Operations and Technology Management,4,2602344,PRODUCTION/OPERATIONS MANAGEMENT,3
Chulalongkorn University,MNO3701,Human Capital Management,4,2602330,HUMAN RESOURCE MANAGEMENT,3
Chulalongkorn University,FIN2704X,Finance,4,2604361,BUSINESS FINANCE,3
Chulalongkorn University,AR5321,Advanced Architectural Integra,4,2541331,Environmental Technology & Integrative building systems Design 1,3
Chulalongkorn University,AR4322,Design Simulation & Analysis,4,2541231,Tropical Architecture Design,3
Chulalongkorn University,AR4103,Architectural & Tech Design 1,8,2541411,Architectureal Design IV,6
Chulalongkorn University,UD5221,Urban Design Theory and Disco,4,2541160,Creativity in Unrban Living,3
City University of Hong Kong,PS3238,Int'l Political Economy,4,AIS3126,International Political Economy,3
City University of Hong Kong,PS2248,Chinese Politics,4,GE2210,China: A Socio-Political Transformation,3
City University of Hong Kong,PS2701,Political Science Exchange Mod,4,POL2105,Introduction to Political Science,3
City University of Hong Kong,PS2701,Political Science Exchange Mod,4,POL2104,Government and Politics in Hong Kong,3
City University of Hong Kong,PS2702,Political Science Exchange Mod,4,POL2201,Public Policy and Social Development,3
City University of Hong Kong,PS3246,Public Ethics and Corruption,4,POL3204,Ethics and Public Policy,3
City University of Hong Kong,PS3711,Department Exchange Module,4,POL3710,Contemporary Chinese Politics,3
City University of Hong Kong,LAF2201,French 2,4,CLA2402,FRENCH 2,1
City University of Hong Kong,PS3713,Department exchange module,4,POL3206,"Environmental Issues, Policy and Ethics",3
City University of Hong Kong,MKT1705,Principles of Marketing,4,MKT2681,INTRODUCTION TO MARKETING,3
City University of Hong Kong,DOS3701,Supply Chain Management,4,MS3122,LOGISTICS & SUPPLY CHAIN ANALYSIS,3
City University of Hong Kong,MNO1706X,Organisational Behavior,4,FB2300,MANAGEMENT,3
City University of Hong Kong,MNO1706,Organisational Behavior,4,CB2300,MANAGEMENT,3
City University of Hong Kong,MNO1706,Organisational Behavior,4,FB2300,MANAGEMENT,3
City University of Hong Kong,BSP3701,Strategic Management,4,FB4303,STRATEGY & POLICY,3
City University of Hong Kong,FIN2704X,Finance,4,FB3410,FINANCIAL MANAGEMENT,2
