ST4234,Bayesian Statistics,4
ST4237,Probability Theory I,4
ST4238,Stochastic Processes II,4
ST4240,Data Mining,4
ST4245,Statistical Mtds for Finance,4
ST4248,Statistical Learning II,4
ST4991,Exchange Enrichment Module,4
TR3002,New Venture Creation,4
TR3008,Technological Innovation,4
UD5221,Urban Design Theory and Disco,4
UD5628,Critique of Contemporary Urban Design,4
